crossing_year
2051.9668671542167
2050.194166221528
2051.9281480032305
2047.6257120145576
2046.3641592555025
2053.1762514590523
2048.4941811228578
2055.6722781667636
2044.4879648188116
2062.6105447928007
2048.579195984422
2048.2180148463567
2042.1258258828861
2083.6384969323612
2053.9084465368305
2046.2209818999374
2059.824952719632
2065.4899452606796
2056.2380577381796
2042.6792347364967
2051.723456438372
2050.3033977157097
2049.3172166969657
2052.120523035103
2040.8403102064738
2054.0953163982176
2072.765736041983
2063.0045417248953
2054.929791255496
2055.285218974313
2046.3813977426128
2043.8411097096903
2056.410084164077
2045.4712039909639
2048.422484145423
2054.8837864578986
2050.624144070097
2046.3718888203111
2059.099698901659
2066.488633878217
2054.112905218394
2050.817315624054
2051.7217034112996
2043.4219310662118
2052.9856286817467
2055.1818856876243
2051.1287238428536
2052.7024350070374
2043.3094636164833
2058.098746391767
2046.960315001227
2047.3070700481987
2061.5608593524075
2059.047039457165
2045.409486976211
2051.475511305463
2052.6016746795012
2058.752643238183
2046.9324446136686
2054.745551241945
2050.6325803594364
2046.6747936949596
2056.9970615235193
2049.0094536400575
2053.4339360478825
2051.4840585307306
2051.1829342277856
2044.1729283284408
2044.3483774082404
2061.2132232822346
2064.0481280213203
2049.885582975246
2064.643282068167
2045.2041067763594
2046.6408263833118
2052.0441230878237
2046.8190497030077
2058.3365236867107
2047.2752079085917
2048.2358137016035
2045.744804521967
2052.6331769503986
2062.478965855724
2049.334502838148
2056.1400495583925
2050.378552954014
2049.0704794772982
2068.8504848811253
2049.4861373946783
2050.8860272441448
2046.2220073948934
2056.5266286007572
2047.9466627224745
2043.4329585610876
2043.9445354468012
2039.326317423946
2051.88191214172
2061.186574390709
2053.7840289055216
2057.4373044087088
2056.441820034688
2048.1162525596064
2046.4638186755094
2056.852167817418
2080.8079727305367
2064.208071409932
2053.7377316315265
2047.8788948392857
2061.218202467222
2046.720028095606
2071.0675559583697
2046.2037630476882
2045.9924601144505
2043.4525031734086
2057.1968335534098
2042.921236219925
2047.7903749235354
2049.1292003425597
2053.3875221090966
2054.412684676292
2051.7701867880082
2045.3985410544135
2054.1814452943136
2054.6145502870368
2049.882775609861
2050.5210358115414
2042.990121779774
2047.2870865053776
2051.7647244916384
2053.0279096985305
2042.6953261565716
2053.0901669591613
2053.025157594287
2077.740952467641
2038.5879382967769
2051.937897666888
2038.8665786585354
2050.128753622709
2057.9956084149194
2047.861255633548
2046.6711527601442
2048.9588729815114
2056.1681577813497
2046.9871964369443
2046.3734820210425
2048.9615241594342
2044.7953629843641
2052.5756969198624
2068.884218700484
2059.419732799672
2065.2015777653764
2048.36730368012
2044.7365788258226
2062.244626035672
2058.904840273753
2047.0903068055222
2044.1638142008908
2048.846101016043
2062.5070583602537
2048.2462886307576
2050.117557053313
2049.62141647963
2050.5196649170166
2049.1082849120958
2050.3480134338924
2053.120696402869
2045.7615074169953
2080.1476641530194
2077.651634778243
2058.582093146905
2051.665618713155
2045.1618605877054
2044.6191860457955
2049.0604100208784
2053.891725319935
2078.7127184349997
2052.931850434842
2048.844643462319
2051.138628436985
2065.753636749041
2038.6946456333349
2054.300489504915
2052.2247175626453
2055.3844463666373
2046.2721423718501
2043.638263199512
2066.5979941798914
