operation,mean_latency_ms,sd_latency_ms,mean_energy_j,peak_rss_mb
ML-DSA-65_sign,5.18711329974758,1.2580113129131634,,76.19921875
ML-DSA-65_verify,2.3383172001631465,0.4669135433919227,,76.3359375
ML-KEM-768_decaps,2.700558499986073,0.4556655465203961,,74.12890625
ML-KEM-768_encaps,3.6883544996380806,0.6610890583633524,,73.4453125
